date,sku_id,product_name,category,warehouse,unit_cost,shelf_life_days,lead_time_days,reorder_point,reorder_qty,demand_units,inventory_level,stockout_units,promotion,day_of_week,month,quarter,is_weekend,year,days_of_stock,stockout_flag
21-03-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,18,55,0,0,3,3,1,0,2024,3.1,0
22-03-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,20,35,0,0,4,3,1,0,2024,1.8,0
23-03-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,23,552,0,0,5,3,1,1,2024,24,0
24-03-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,24,528,0,0,6,3,1,1,2024,22,0
25-03-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,23,505,0,0,0,3,1,0,2024,22,0
26-03-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,21,484,0,0,1,3,1,0,2024,23,0
27-03-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,18,466,0,0,2,3,1,0,2024,25.9,0
28-03-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,15,451,0,0,3,3,1,0,2024,30.1,0
29-03-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,18,433,0,0,4,3,1,0,2024,24.1,0
30-03-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,19,414,0,0,5,3,1,1,2024,21.8,0
31-03-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,21,393,0,0,6,3,1,1,2024,18.7,0
01-04-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,23,370,0,0,0,4,2,0,2024,16.1,0
02-04-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,23,347,0,0,1,4,2,0,2024,15.1,0
03-04-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,28,319,0,0,2,4,2,0,2024,11.4,0
04-04-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,24,295,0,0,3,4,2,0,2024,12.3,0
05-04-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,28,267,0,0,4,4,2,0,2024,9.5,0
06-04-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,28,239,0,0,5,4,2,1,2024,8.5,0
07-04-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,29,210,0,0,6,4,2,1,2024,7.2,0
08-04-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,22,188,0,0,0,4,2,0,2024,8.5,0
09-04-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,20,168,0,0,1,4,2,0,2024,8.4,0
10-04-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,21,147,0,0,2,4,2,0,2024,7,0
11-04-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,23,124,0,0,3,4,2,0,2024,5.4,0
12-04-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,21,103,0,0,4,4,2,0,2024,4.9,0
13-04-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,23,80,0,0,5,4,2,1,2024,3.5,0
14-04-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,27,53,0,0,6,4,2,1,2024,2,0
15-04-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,20,33,0,0,0,4,2,0,2024,1.6,0
16-04-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,18,555,0,0,1,4,2,0,2024,30.8,0
17-04-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,20,535,0,0,2,4,2,0,2024,26.8,0
18-04-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,22,513,0,0,3,4,2,0,2024,23.3,0
19-04-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,20,493,0,0,4,4,2,0,2024,24.6,0
20-04-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,25,468,0,0,5,4,2,1,2024,18.7,0
21-04-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,28,440,0,0,6,4,2,1,2024,15.7,0
22-04-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,24,416,0,0,0,4,2,0,2024,17.3,0
23-04-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,21,395,0,0,1,4,2,0,2024,18.8,0
24-04-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,19,376,0,0,2,4,2,0,2024,19.8,0
25-04-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,21,355,0,0,3,4,2,0,2024,16.9,0
26-04-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,24,331,0,0,4,4,2,0,2024,13.8,0
27-04-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,29,302,0,0,5,4,2,1,2024,10.4,0
28-04-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,27,275,0,0,6,4,2,1,2024,10.2,0
29-04-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,26,249,0,0,0,4,2,0,2024,9.6,0
30-04-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,27,222,0,0,1,4,2,0,2024,8.2,0
01-05-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,23,199,0,0,2,5,2,0,2024,8.7,0
02-05-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,29,170,0,0,3,5,2,0,2024,5.9,0
03-05-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,24,146,0,0,4,5,2,0,2024,6.1,0
04-05-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,32,114,0,0,5,5,2,1,2024,3.6,0
05-05-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,31,83,0,0,6,5,2,1,2024,2.7,0
06-05-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,19,64,0,0,0,5,2,0,2024,3.4,0
07-05-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,22,42,0,0,1,5,2,0,2024,1.9,0
08-05-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,21,21,0,0,2,5,2,0,2024,1,0
09-05-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,19,542,0,0,3,5,2,0,2024,28.5,0
10-05-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,27,515,0,0,4,5,2,0,2024,19.1,0
11-05-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,35,480,0,0,5,5,2,1,2024,13.7,0
12-05-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,27,453,0,0,6,5,2,1,2024,16.8,0
13-05-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,27,426,0,0,0,5,2,0,2024,15.8,0
14-05-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,29,397,0,0,1,5,2,0,2024,13.7,0
15-05-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,25,372,0,0,2,5,2,0,2024,14.9,0
16-05-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,24,348,0,0,3,5,2,0,2024,14.5,0
17-05-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,24,324,0,0,4,5,2,0,2024,13.5,0
18-05-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,30,294,0,0,5,5,2,1,2024,9.8,0
19-05-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,31,263,0,0,6,5,2,1,2024,8.5,0
20-05-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,26,237,0,0,0,5,2,0,2024,9.1,0
21-05-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,26,211,0,0,1,5,2,0,2024,8.1,0
22-05-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,24,187,0,0,2,5,2,0,2024,7.8,0
23-05-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,20,167,0,0,3,5,2,0,2024,8.4,0
24-05-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,27,140,0,0,4,5,2,0,2024,5.2,0
25-05-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,24,116,0,0,5,5,2,1,2024,4.8,0
26-05-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,30,86,0,0,6,5,2,1,2024,2.9,0
27-05-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,27,59,0,0,0,5,2,0,2024,2.2,0
28-05-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,21,38,0,0,1,5,2,0,2024,1.8,0
29-05-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,23,15,0,0,2,5,2,0,2024,0.7,0
30-05-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,31,524,0,0,3,5,2,0,2024,16.9,0
31-05-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,24,500,0,0,4,5,2,0,2024,20.8,0
01-06-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,32,468,0,0,5,6,2,1,2024,14.6,0
02-06-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,41,427,0,0,6,6,2,1,2024,10.4,0
03-06-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,30,397,0,0,0,6,2,0,2024,13.2,0
04-06-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,25,372,0,0,1,6,2,0,2024,14.9,0
05-06-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,35,337,0,0,2,6,2,0,2024,9.6,0
06-06-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,29,308,0,0,3,6,2,0,2024,10.6,0
07-06-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,34,274,0,0,4,6,2,0,2024,8.1,0
08-06-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,34,240,0,0,5,6,2,1,2024,7.1,0
09-06-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,41,199,0,0,6,6,2,1,2024,4.9,0
10-06-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,34,165,0,0,0,6,2,0,2024,4.9,0
11-06-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,23,142,0,0,1,6,2,0,2024,6.2,0
12-06-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,34,108,0,0,2,6,2,0,2024,3.2,0
13-06-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,47,76,0,1,3,6,2,0,2024,1.6,0
14-06-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,50,38,0,1,4,6,2,0,2024,0.8,0
15-06-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,54,0,2,1,5,6,2,1,2024,0,1
16-06-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,41,499,0,0,6,6,2,1,2024,12.2,0
17-06-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,30,469,0,0,0,6,2,0,2024,15.6,0
18-06-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,30,439,0,0,1,6,2,0,2024,14.6,0
19-06-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,33,406,0,0,2,6,2,0,2024,12.3,0
20-06-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,31,375,0,0,3,6,2,0,2024,12.1,0
21-06-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,38,337,0,0,4,6,2,0,2024,8.9,0
22-06-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,37,300,0,0,5,6,2,1,2024,8.1,0
23-06-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,32,268,0,0,6,6,2,1,2024,8.4,0
24-06-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,30,238,0,0,0,6,2,0,2024,7.9,0
25-06-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,37,201,0,0,1,6,2,0,2024,5.4,0
26-06-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,32,169,0,0,2,6,2,0,2024,5.3,0
27-06-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,32,137,0,0,3,6,2,0,2024,4.3,0
28-06-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,37,100,0,0,4,6,2,0,2024,2.7,0
29-06-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,34,66,0,0,5,6,2,1,2024,1.9,0
30-06-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,28,38,0,0,6,6,2,1,2024,1.4,0
01-07-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,29,9,0,0,0,7,3,0,2024,0.3,0
02-07-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,33,516,0,0,1,7,3,0,2024,15.6,0
03-07-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,51,485,0,1,2,7,3,0,2024,9.5,0
04-07-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,38,459,0,1,3,7,3,0,2024,12.1,0
05-07-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,51,423,0,1,4,7,3,0,2024,8.3,0
06-07-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,38,385,0,0,5,7,3,1,2024,10.1,0
07-07-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,39,346,0,0,6,7,3,1,2024,8.9,0
08-07-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,34,312,0,0,0,7,3,0,2024,9.2,0
09-07-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,27,285,0,0,1,7,3,0,2024,10.6,0
10-07-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,33,252,0,0,2,7,3,0,2024,7.6,0
11-07-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,36,216,0,0,3,7,3,0,2024,6,0
12-07-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,36,180,0,0,4,7,3,0,2024,5,0
13-07-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,40,140,0,0,5,7,3,1,2024,3.5,0
14-07-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,39,101,0,0,6,7,3,1,2024,2.6,0
15-07-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,25,76,0,0,0,7,3,0,2024,3,0
16-07-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,32,44,0,0,1,7,3,0,2024,1.4,0
17-07-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,28,16,0,0,2,7,3,0,2024,0.6,0
18-07-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,37,519,0,0,3,7,3,0,2024,14,0
19-07-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,36,483,0,0,4,7,3,0,2024,13.4,0
20-07-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,33,450,0,0,5,7,3,1,2024,13.6,0
21-07-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,37,413,0,0,6,7,3,1,2024,11.2,0
22-07-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,48,380,0,1,0,7,3,0,2024,7.9,0
23-07-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,59,344,0,1,1,7,3,0,2024,5.8,0
24-07-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,39,318,0,1,2,7,3,0,2024,8.2,0
25-07-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,39,294,0,1,3,7,3,0,2024,7.5,0
26-07-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,51,262,0,1,4,7,3,0,2024,5.1,0
27-07-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,26,236,0,0,5,7,3,1,2024,9.1,0
28-07-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,38,198,0,0,6,7,3,1,2024,5.2,0
29-07-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,34,164,0,0,0,7,3,0,2024,4.8,0
30-07-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,37,127,0,0,1,7,3,0,2024,3.4,0
31-07-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,30,97,0,0,2,7,3,0,2024,3.2,0
01-08-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,30,67,0,0,3,8,3,0,2024,2.2,0
02-08-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,32,35,0,0,4,8,3,0,2024,1.1,0
03-08-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,29,6,0,0,5,8,3,1,2024,0.2,0
04-08-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,38,508,0,0,6,8,3,1,2024,13.4,0
05-08-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,31,477,0,0,0,8,3,0,2024,15.4,0
06-08-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,28,449,0,0,1,8,3,0,2024,16,0
07-08-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,30,419,0,0,2,8,3,0,2024,14,0
08-08-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,29,390,0,0,3,8,3,0,2024,13.4,0
09-08-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,33,357,0,0,4,8,3,0,2024,10.8,0
10-08-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,33,324,0,0,5,8,3,1,2024,9.8,0
11-08-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,35,289,0,0,6,8,3,1,2024,8.3,0
12-08-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,28,261,0,0,0,8,3,0,2024,9.3,0
13-08-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,26,235,0,0,1,8,3,0,2024,9,0
14-08-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,30,205,0,0,2,8,3,0,2024,6.8,0
15-08-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,27,178,0,0,3,8,3,0,2024,6.6,0
16-08-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,33,145,0,0,4,8,3,0,2024,4.4,0
17-08-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,37,108,0,0,5,8,3,1,2024,2.9,0
18-08-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,31,77,0,0,6,8,3,1,2024,2.5,0
19-08-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,31,46,0,0,0,8,3,0,2024,1.5,0
20-08-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,27,19,0,0,1,8,3,0,2024,0.7,0
21-08-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,24,535,0,0,2,8,3,0,2024,22.3,0
22-08-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,28,507,0,0,3,8,3,0,2024,18.1,0
23-08-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,30,477,0,0,4,8,3,0,2024,15.9,0
24-08-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,36,441,0,0,5,8,3,1,2024,12.2,0
25-08-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,35,406,0,0,6,8,3,1,2024,11.6,0
26-08-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,33,373,0,0,0,8,3,0,2024,11.3,0
27-08-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,26,347,0,0,1,8,3,0,2024,13.3,0
28-08-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,28,319,0,0,2,8,3,0,2024,11.4,0
29-08-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,36,283,0,0,3,8,3,0,2024,7.9,0
30-08-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,23,260,0,0,4,8,3,0,2024,11.3,0
31-08-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,32,228,0,0,5,8,3,1,2024,7.1,0
01-09-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,20,208,0,0,6,9,3,1,2024,10.4,0
02-09-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,20,188,0,0,0,9,3,0,2024,9.4,0
03-09-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,19,169,0,0,1,9,3,0,2024,8.9,0
04-09-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,22,147,0,0,2,9,3,0,2024,6.7,0
05-09-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,21,126,0,0,3,9,3,0,2024,6,0
06-09-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,17,109,0,0,4,9,3,0,2024,6.4,0
07-09-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,22,87,0,0,5,9,3,1,2024,4,0
08-09-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,23,64,0,0,6,9,3,1,2024,2.8,0
09-09-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,22,42,0,0,0,9,3,0,2024,1.9,0
10-09-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,26,16,0,0,1,9,3,0,2024,0.6,0
11-09-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,22,534,0,0,2,9,3,0,2024,24.3,0
12-09-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,18,516,0,0,3,9,3,0,2024,28.7,0
13-09-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,20,496,0,0,4,9,3,0,2024,24.8,0
14-09-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,24,472,0,0,5,9,3,1,2024,19.7,0
15-09-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,22,450,0,0,6,9,3,1,2024,20.5,0
16-09-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,22,428,0,0,0,9,3,0,2024,19.5,0
17-09-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,15,413,0,0,1,9,3,0,2024,27.5,0
18-09-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,22,391,0,0,2,9,3,0,2024,17.8,0
19-09-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,19,372,0,0,3,9,3,0,2024,19.6,0
20-09-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,20,352,0,0,4,9,3,0,2024,17.6,0
21-09-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,28,324,0,0,5,9,3,1,2024,11.6,0
22-09-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,20,304,0,0,6,9,3,1,2024,15.2,0
23-09-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,21,283,0,0,0,9,3,0,2024,13.5,0
24-09-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,22,261,0,0,1,9,3,0,2024,11.9,0
25-09-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,21,240,0,0,2,9,3,0,2024,11.4,0
26-09-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,16,224,0,0,3,9,3,0,2024,14,0
27-09-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,24,200,0,0,4,9,3,0,2024,8.3,0
28-09-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,23,177,0,0,5,9,3,1,2024,7.7,0
29-09-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,22,155,0,0,6,9,3,1,2024,7,0
30-09-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,20,135,0,0,0,9,3,0,2024,6.8,0
01-10-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,17,118,0,0,1,10,4,0,2024,6.9,0
02-10-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,15,103,0,0,2,10,4,0,2024,6.9,0
03-10-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,18,85,0,0,3,10,4,0,2024,4.7,0
04-10-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,17,68,0,0,4,10,4,0,2024,4,0
05-10-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,22,46,0,0,5,10,4,1,2024,2.1,0
06-10-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,22,24,0,0,6,10,4,1,2024,1.1,0
07-10-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,21,543,0,0,0,10,4,0,2024,25.9,0
08-10-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,17,526,0,0,1,10,4,0,2024,30.9,0
09-10-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,16,510,0,0,2,10,4,0,2024,31.9,0
10-10-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,15,495,0,0,3,10,4,0,2024,33,0
11-10-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,32,472,0,1,4,10,4,0,2024,14.8,0
12-10-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,36,450,0,1,5,10,4,1,2024,12.5,0
13-10-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,29,431,0,1,6,10,4,1,2024,14.9,0
14-10-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,35,409,0,1,0,10,4,0,2024,11.7,0
15-10-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,29,388,0,1,1,10,4,0,2024,13.4,0
16-10-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,15,373,0,0,2,10,4,0,2024,24.9,0
17-10-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,16,357,0,0,3,10,4,0,2024,22.3,0
18-10-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,18,339,0,0,4,10,4,0,2024,18.8,0
19-10-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,18,321,0,0,5,10,4,1,2024,17.8,0
20-10-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,20,301,0,0,6,10,4,1,2024,15,0
21-10-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,19,282,0,0,0,10,4,0,2024,14.8,0
22-10-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,15,267,0,0,1,10,4,0,2024,17.8,0
23-10-2024,SKU-006,Yoga Mat,Sports,WH-South,15,,3,81,540,19,248,0,0,2,10,4,0,2024,13.1,0
